CatID	RA_06	DEC_06	round(B_06,8)	round(B_06_ERR,8)	round(V_06,8)	round(V_06_ERR,8)	round(R_06,8)	round(R_06_ERR,8)	round(I_MAG_AUTO_06,8)	AUTO_FLAG_06	round(I_06_ERR,8)	round(I_CFHT_06_ERR,8)	round(Z_06,8)	round(Z_06_ERR,8)	Z_BEST	round(RH,8)	round(LOGMASS_06,8)	Z_USE
6183872.00000000	150.36190796	2.08260393	24.85429955	0.06820000	24.39739990	0.04850000	24.11840057	0.04120000	23.66419983	1.00000000	0.03600000	0.28400001	23.59239960	0.05240000	0.06460000	4.06292295	7.65199995	4.00000000
6223692.00000000	150.40844727	2.26653409	26.35750008	0.17760000	26.21310043	0.19340000	25.58670044	0.10500000	24.63890076	1.00000000	0.07390000	0.81529999	24.62000084	0.13970000	0.06480000	2.35644603	9.19799995	4.00000000
6223645.00000000	150.46333313	2.26782799	24.48220062	0.05890000	24.00460052	0.04190000	23.96450043	0.04040000	23.44540024	1.00000000	0.04070000	0.22939999	23.55660057	0.06140000	0.06490000	6.61422300	8.21599960	4.00000000
6229246.00000000	150.27105713	2.27413702	25.17130089	0.08190000	24.76479912	0.06090000	24.46730042	0.05260000	23.97150040	1.00000000	0.04620000	0.37310001	23.98340034	0.07750000	0.06490000	4.09802294	8.56299973	4.00000000
6318503.00000000	150.52400208	2.58869505	24.65419960	0.06230000	24.86529922	0.06920000	24.42079926	0.04950000	23.33729935	1.00000000	0.05940000	0.52359998	24.22190094	0.10760000	0.06490000	4.07716990	8.31700039	4.00000000
6227744.00000000	150.45205688	2.14641309	25.42530060	0.09920000	25.24550056	0.09140000	25.23399925	0.08710000	24.81419945	1.00000000	0.09370000	0.73420000	24.58609962	0.14390001	0.06500000	-999.99999999	10.24100018	4.00000000
6236796.00000000	150.12617493	2.17255306	26.88500023	0.23520000	26.02770042	0.14970000	25.42539978	0.09580000	24.60729980	1.00000000	0.08090000	0.52520001	24.52059937	0.11780000	0.06500000	2.18722701	8.58899975	4.00000000
6274785.00000000	150.28060913	2.44994593	24.38319969	0.05350000	24.20050049	0.04490000	24.34799957	0.04810000	24.27639961	1.00000000	0.05190000	0.46380001	24.07130051	0.08510000	0.06500000	2.45866108	7.60099983	4.00000000
6223557.00000000	150.50514221	2.26984000	24.56859970	0.06140000	24.34539986	0.05320000	24.28879929	0.05450000	24.07500076	1.00000000	0.05660000	0.34930000	24.00390053	0.08850000	0.06510000	6.58002281	7.85699987	4.00000000
6267730.00000000	150.58195496	2.29971790	23.27190018	0.03120000	22.87730026	0.02230000	22.74799919	0.02090000	22.33250046	1.00000000	0.01900000	0.14229999	22.35370064	0.02330000	0.06510000	2.35950208	8.47799969	4.00000000
6219756.00000000	150.61564636	2.20151210	24.44029999	0.05580000	23.70079994	0.03390000	23.42340088	0.02930000	22.77020073	1.00000000	0.02440000	0.14669999	22.71920013	0.02950000	0.06520000	2.47735906	9.22200012	4.00000000
6235118.00000000	150.21563721	2.22340202	25.45809937	0.09380000	25.34690094	0.08590000	24.93009949	0.06510000	24.99090004	1.00000000	0.05870000	0.47049999	24.51600075	0.10930000	0.06520000	10.09178638	8.53800011	4.00000000
6315083.00000000	150.60200500	2.52431393	25.05030060	0.07850000	24.45549965	0.05270000	24.27879906	0.04630000	23.27919960	1.00000000	0.04250000	0.34130001	23.71509933	0.06660000	0.06520000	14.58026123	8.24800014	4.00000000
6219588.00000000	150.57550049	2.20800900	21.69619942	0.01480000	21.07620049	0.00940000	20.91679955	0.00900000	20.44449997	2.00000000	-999.98999023	0.01780000	20.24440002	0.00680000	0.06530000	7.27128983	-999.98999023	4.00000000
6221461.00000000	150.57855225	2.14346600	24.70420074	0.06560000	24.85969925	0.07010000	24.57589912	0.05690000	23.13179970	1.00000000	0.05450000	0.43540001	24.05579948	0.09220000	0.06530000	-999.99999999	10.76700020	4.00000000
6233361.00000000	150.06350708	2.28661203	25.54409981	0.10050000	25.28219986	0.08660000	25.31690025	0.08770000	24.94709969	1.00000000	0.08230000	0.84740001	24.92040062	0.18009999	0.06530000	-999.99999999	8.18599987	4.00000000
6269367.00000000	150.39808655	2.42062593	24.00250053	0.04460000	23.81469917	0.03710000	23.51829910	0.03070000	22.80830002	1.00000000	0.02520000	0.15740000	22.68659973	0.02880000	0.06530000	7.27732420	9.77499962	4.00000000
6332432.00000000	150.18598938	2.53196192	24.78249931	0.06880000	24.57649994	0.05660000	24.55610085	0.05620000	24.23970032	1.00000000	0.05310000	0.35929999	24.26370049	0.11180000	0.06530000	7.54699087	7.49300003	4.00000000
6315877.00000000	150.62069702	2.50116611	24.38769913	0.05520000	23.98240089	0.04060000	23.89240074	0.04030000	23.60600090	1.00000000	0.03930000	0.31970000	23.49500084	0.05860000	0.06540000	-999.99999999	8.00399971	4.00000000
6317444.00000000	150.44262695	2.61923695	21.48950005	0.01340000	21.22699928	0.01010000	21.21649933	0.01010000	21.02350044	2.00000000	-999.98999023	0.02760000	20.89410019	0.00950000	0.06540000	2.51908898	8.06999969	4.00000000
6218723.00000000	150.60980225	2.24207401	25.23769951	0.08720000	24.97730064	0.07440000	24.67259979	0.06210000	24.23640060	1.00000000	0.06170000	0.77920002	24.03779984	0.08790000	0.06550000	3.95797896	8.66499996	4.00000000
6224550.00000000	150.53787231	2.23533106	24.02930069	0.04860000	23.78510094	0.04190000	23.69149971	0.03810000	22.12890053	1.00000000	0.03930000	0.17240000	23.15150070	0.05870000	0.06550000	7.08378983	7.22800016	4.00000000
6236504.00000000	150.17509460	2.18385005	26.45540047	0.18170001	25.65649986	0.11740000	25.18210030	0.07770000	24.33970070	1.00000000	0.05610000	0.37110001	24.21369934	0.09100000	0.06560000	2.31219006	11.73499966	4.00000000
6320751.00000000	150.46066284	2.52988911	25.60639954	0.10780000	25.38220024	0.09760000	24.99720001	0.06990000	24.60120010	1.00000000	0.06530000	0.95840001	24.68589973	0.14560001	0.06560000	5.20122719	8.08699989	4.00000000
6223470.00000000	150.46171570	2.27385211	26.19199944	0.16040000	25.65049934	0.12000000	24.98979950	0.07150000	24.34790039	1.00000000	0.06390000	0.60740000	24.15600014	0.09910000	0.06580000	2.54301000	8.93999958	4.00000000
6219192.00000000	150.58178711	2.22396207	25.98889923	0.13519999	25.14329910	0.07980000	24.99570084	0.07170000	24.18000031	1.00000000	0.05690000	0.72049999	24.14109993	0.09160000	0.06590000	2.46177101	11.30300045	4.00000000
6224478.00000000	150.50749207	2.24010205	25.56559944	0.10690000	25.06110001	0.08330000	24.58539963	0.05480000	23.79850006	1.00000000	0.04300000	0.24690001	23.21310043	0.04330000	0.06590000	10.38304710	9.93599987	4.00000000
6274829.00000000	150.28486633	2.44856310	24.30060005	0.05220000	24.07080078	0.04190000	24.05170059	0.04200000	23.43190002	1.00000000	0.03770000	0.32890001	23.80949974	0.07240000	0.06590000	18.47048187	7.55800009	4.00000000
6375728.00000000	150.32157898	2.65620708	26.05809975	0.14790000	25.53560066	0.10650000	25.28009987	0.08730000	24.43880081	1.00000000	0.07000000	1.00399995	24.73340034	0.15279999	0.06590000	7.20582581	9.02799988	4.00000000
6188587.00000000	150.19619751	2.09780788	23.73259926	0.03900000	23.37570000	0.02860000	23.29430008	0.02770000	22.78240013	1.00000000	0.02400000	0.10370000	22.93829918	0.03590000	0.06600000	8.18403435	8.00500011	4.00000000
6272626.00000000	150.45161438	2.33101702	25.11779976	0.08190000	24.28389931	0.04730000	23.89920044	0.03770000	23.26399994	1.00000000	0.03110000	0.19470000	23.18260002	0.04170000	0.06600000	4.51710320	12.17000008	4.00000000
6277118.00000000	150.25132751	2.38503098	24.40279961	0.05440000	23.78940010	0.03540000	23.69709969	0.03340000	22.86140060	1.00000000	0.02880000	0.16320001	23.03140068	0.03640000	0.06600000	5.23358297	8.68000031	4.00000000
6232707.00000000	150.32124329	2.14502001	26.15970039	0.14430000	25.39220047	0.08780000	25.15640068	0.07350000	24.48730087	1.00000000	0.05910000	0.51340002	24.52659988	0.11400000	0.06610000	2.58279610	11.43000031	4.00000000
6266464.00000000	150.60832214	2.33828092	25.72719955	0.11700000	25.22450066	0.09310000	24.94549942	0.07150000	24.91900063	1.00000000	0.07670000	0.66020000	24.37039948	0.11120000	0.06610000	10.66816998	8.13199997	4.00000000
6289956.00000000	150.04754639	2.30675602	24.66169930	0.06200000	24.48830032	0.05300000	24.37949944	0.04880000	23.81270027	1.00000000	0.04250000	0.24969999	23.92239952	0.07400000	0.06610000	7.03626013	7.11800003	4.00000000
6274648.00000000	150.31784058	2.45300388	25.65099907	0.11190000	25.23469925	0.09110000	24.84009933	0.06450000	23.94490051	1.00000000	0.05140000	0.58179998	23.98640060	0.08520000	0.06620000	-999.99999999	9.30700016	4.00000000
6277647.00000000	150.24665833	2.36717105	22.90080070	0.02590000	22.63290024	0.01960000	22.58399963	0.01920000	21.92270088	1.00000000	0.01710000	0.06800000	22.21190071	0.02020000	0.06620000	19.79211044	8.31900024	4.00000000
6268099.00000000	150.43473816	2.45414090	25.70129967	0.11170000	25.01479912	0.07320000	24.79579926	0.06150000	24.30100060	1.00000000	0.05850000	0.54740000	24.35359955	0.10790000	0.06630000	9.55935860	8.39099979	4.00000000
6267296.00000000	150.63972473	2.31333208	23.92219925	0.04320000	23.48310089	0.03050000	23.35860062	0.02860000	22.72050095	1.00000000	0.02680000	0.21470000	22.90150070	0.03500000	0.06640000	14.02332401	11.36299992	4.00000000
6316663.00000000	150.59532166	2.47327709	25.65200043	0.10610000	25.45940018	0.09870000	24.98629951	0.06970000	24.60840034	1.00000000	0.06100000	0.92420000	24.01589966	0.07780000	0.06660000	12.86324978	9.13599968	4.00000000
6320928.00000000	150.54174805	2.52614498	25.15780067	0.08260000	25.13179970	0.08050000	25.01580048	0.07080000	24.84889984	1.00000000	0.07600000	1.07089996	24.64189911	0.13900000	0.06660000	-999.99999999	10.42300034	4.00000000
6329149.00000000	150.39318848	2.62293696	23.73839951	0.03930000	23.27899933	0.02730000	23.08060074	0.02530000	22.20240021	1.00000000	0.02020000	0.11100000	22.39329910	0.02570000	0.06660000	9.94938183	8.42300034	4.00000000
6230305.00000000	150.25848389	2.23699689	26.22220039	0.15270001	25.56550026	0.10440000	25.53709984	0.10030000	24.92770004	1.00000000	0.08620000	1.13269997	25.04719925	0.19430000	0.06670000	4.37462091	7.56099987	4.00000000
6233216.00000000	150.22116089	2.29117107	25.06870079	0.07830000	24.97229958	0.07600000	24.80080032	0.06690000	24.47660065	1.00000000	0.06460000	0.40770000	24.37240028	0.10730000	0.06670000	6.10517216	-999.98999023	4.00000000
6267100.00000000	150.64891052	2.32161903	24.72330093	0.06560000	24.74460030	0.06210000	24.35490036	0.04980000	22.35079956	1.00000000	0.05220000	0.62029999	23.61720085	0.05790000	0.06670000	-999.99999999	11.89200020	4.00000000
6333656.00000000	150.15283203	2.49029112	24.48850060	0.05630000	24.34009933	0.04760000	24.34930038	0.04830000	23.81430054	1.00000000	0.04280000	0.35190001	24.05879974	0.08050000	0.06670000	8.07929420	6.91800022	4.00000000
6219468.00000000	150.60850525	2.21254897	24.71039963	0.06460000	24.06399918	0.04370000	23.97240067	0.04010000	23.19840050	1.00000000	0.03760000	0.24160001	23.39679909	0.04920000	0.06680000	5.99332094	8.66800022	4.00000000
6226731.00000000	150.44041443	2.17707109	24.60919952	0.06130000	24.48450089	0.05380000	24.25349998	0.04610000	23.77440071	1.00000000	0.04750000	0.31690001	24.00149918	0.08080000	0.06680000	23.17873192	10.84300041	4.00000000
6270304.00000000	150.48597717	2.40163898	25.72909927	0.11330000	25.28800011	0.08730000	25.09129906	0.07330000	24.85729980	1.00000000	0.06860000	0.67680001	24.40579987	0.10870000	0.06680000	11.26636219	8.99300003	4.00000000
6325208.00000000	150.34339905	2.57509708	24.38209915	0.05510000	23.82349968	0.03650000	23.57099915	0.03170000	23.29509926	1.00000000	0.02900000	0.21840000	23.13059998	0.04160000	0.06680000	11.07398033	8.72299957	4.00000000
6234115.00000000	150.22642517	2.26167011	25.34569931	0.09070000	24.82970047	0.06460000	24.57500076	0.05440000	24.21299934	1.00000000	0.05100000	0.31389999	24.31760025	0.10840000	0.06690000	5.66777086	7.74399996	4.00000000
6243261.00000000	150.03062439	2.29267502	21.92440033	0.01640000	21.55349922	0.01170000	21.44109917	0.01120000	21.15500069	2.00000000	-999.98999023	0.01890000	21.06780052	0.01050000	0.06690000	2.49549508	8.56099987	4.00000000
6225732.00000000	150.51078796	2.20877194	25.08699989	0.08270000	24.49379921	0.05650000	24.30690002	0.05150000	23.88660049	1.00000000	0.05410000	0.29920000	23.91049957	0.08220000	0.06700000	7.83077812	7.78100014	4.00000000
6235184.00000000	150.07807922	2.22086596	24.78350067	0.06810000	24.54500008	0.05810000	24.12170029	0.04480000	22.93930054	1.00000000	0.04000000	0.21290000	23.54949951	0.06370000	0.06710000	4.49802780	7.08900023	4.00000000
6272754.00000000	150.40994263	2.32808208	26.04660034	0.14280000	25.30990028	0.09090000	25.06649971	0.07360000	24.50469971	1.00000000	0.07350000	1.17680001	24.79039955	0.15910000	0.06710000	-999.99999999	11.68599987	4.00000000
6277436.00000000	150.27043152	2.37440300	25.35939980	0.09270000	25.16200066	0.08090000	25.00519943	0.07630000	24.75300026	1.00000000	0.07110000	0.69690001	24.55480003	0.12340000	0.06710000	-999.99999999	-999.98999023	4.00000000
6329675.00000000	150.20077515	2.61432099	25.70809937	0.11600000	25.64100075	0.11910000	25.65819931	0.10890000	24.76840019	1.00000000	0.07180000	0.55830002	24.55929947	0.13410001	0.06710000	7.11330080	10.54800034	4.00000000
6375623.00000000	150.25323486	2.66066694	26.26020050	0.16450000	25.22750092	0.09830000	24.88879967	0.07050000	24.01390076	1.00000000	0.05680000	0.65319997	23.73769951	0.06560000	0.06710000	2.44887400	7.11399984	4.00000000
6219560.00000000	150.56640625	2.20900893	24.17259979	0.04850000	23.88559914	0.03750000	23.86709976	0.03770000	23.38339996	1.00000000	0.03630000	0.22300000	23.44210052	0.05070000	0.06720000	9.54976463	7.00099993	4.00000000
6224263.00000000	150.50157166	2.24578595	24.49729919	0.05950000	23.95660019	0.04020000	23.76320076	0.03560000	23.34429932	1.00000000	0.03660000	0.20080000	23.39859962	0.05410000	0.06720000	6.18294811	7.98000002	4.00000000
6319250.00000000	150.45661926	2.57197309	24.70859909	0.06430000	24.20649910	0.04530000	24.01449966	0.03980000	23.41390038	1.00000000	0.03590000	0.31830001	23.43409920	0.05080000	0.06720000	8.01776409	8.59300041	4.00000000
6178576.00000000	150.51899719	2.08692408	24.02589989	0.04560000	23.83720016	0.03660000	23.83329964	0.03680000	23.36840057	1.00000000	0.03470000	0.24879999	23.40229988	0.05380000	0.06730000	8.07467365	7.51399994	4.00000000
6278204.00000000	150.30444336	2.34805703	25.07839966	0.07810000	24.87430000	0.06510000	24.60050011	0.05570000	24.24629974	1.00000000	0.05200000	0.35990000	23.87689972	0.06980000	0.06730000	-999.99999999	10.82800007	4.00000000
6288747.00000000	150.05274963	2.33514094	23.81559944	0.04060000	23.61549950	0.03260000	23.56019974	0.03180000	22.78479958	1.00000000	0.02730000	0.10460000	23.00919914	0.03760000	0.06730000	4.40022802	-999.98999023	4.00000000
6325464.00000000	150.32351685	2.56648588	24.53479958	0.05980000	24.61310005	0.05920000	24.09659958	0.04190000	22.91799927	1.00000000	0.03890000	0.43439999	23.63039970	0.06140000	0.06730000	10.00329590	9.44600010	4.00000000
6221602.00000000	150.59199524	2.14009404	25.44449997	0.09510000	25.22360039	0.08130000	24.84110069	0.06220000	24.44610023	1.00000000	0.06140000	0.55860001	24.45420074	0.11220000	0.06740000	7.14033794	8.20600033	4.00000000
6324473.00000000	150.29954529	2.60031891	24.70459938	0.06700000	24.33569908	0.05210000	24.28580093	0.04710000	23.66329956	1.00000000	0.04640000	0.53060001	23.88039970	0.07900000	0.06740000	19.09125137	7.78299999	4.00000000
6231013.00000000	150.32217407	2.21489406	25.76409912	0.11270000	25.07670021	0.07120000	24.80890083	0.06100000	24.06879997	1.00000000	0.04630000	0.41749999	24.04030037	0.07530000	0.06750000	2.60757709	7.63899994	4.00000000
6278397.00000000	150.38085938	2.34302592	26.51289940	0.18910000	25.82340050	0.12300000	25.72389984	0.10840000	24.89259911	1.00000000	0.08510000	0.85450000	24.87140083	0.16100000	0.06750000	7.53465509	8.14500046	4.00000000
6184526.00000000	150.38531494	2.06175709	24.58950043	0.05980000	24.29369926	0.04670000	24.20400047	0.04390000	23.69650078	1.00000000	0.04030000	0.29699999	23.74160004	0.06090000	0.06760000	7.12709808	11.19699955	4.00000000
6234587.00000000	150.08267212	2.24269605	25.30870056	0.08760000	24.92720032	0.07080000	24.54809952	0.05570000	23.90690041	1.00000000	0.04460000	0.20710000	23.78009987	0.06430000	0.06770000	2.56877303	9.32299995	4.00000000
6277640.00000000	150.35884094	2.36743903	23.53730011	0.03520000	23.00799942	0.02340000	22.81830025	0.02140000	22.32889938	1.00000000	0.01860000	0.09480000	22.36790085	0.02240000	0.06770000	2.66676402	8.37100029	4.00000000
6331269.00000000	150.18299866	2.56488299	23.77969933	0.04010000	23.90719986	0.03970000	23.57589912	0.03250000	22.14710045	1.00000000	0.03220000	0.24410000	23.15600014	0.04240000	0.06770000	4.87269783	-999.98999023	4.00000000
6232072.00000000	150.31701660	2.17314601	24.16740036	0.04820000	23.87870026	0.03650000	23.87260056	0.03640000	23.65760040	1.00000000	0.03580000	0.27379999	23.60449982	0.05640000	0.06780000	2.48399591	8.29800034	4.00000000
6270603.00000000	150.48225403	2.39177203	26.83790016	0.25990000	25.88010025	0.14160000	25.30780029	0.09380000	24.52989960	1.00000000	0.08100000	0.64960003	24.47599983	0.11640000	0.06780000	2.67380500	8.50899982	4.00000000
6319174.00000000	150.47329712	2.55769491	25.60110092	0.10720000	24.83180046	0.06590000	24.84469986	0.06450000	24.24259949	1.00000000	0.06650000	0.91219997	24.02479935	0.08400000	0.06780000	-999.99999999	8.41800022	4.00000000
6218215.00000000	150.63475037	2.25919294	25.26880074	0.08760000	24.95219994	0.06990000	24.95199966	0.07310000	24.73340034	1.00000000	0.08500000	0.84960002	24.39699936	0.11320000	0.06790000	-999.99999999	10.32900047	4.00000000
6318532.00000000	150.45190430	2.59183002	25.07019997	0.07860000	24.90099907	0.06900000	24.86899948	0.06440000	24.44820023	1.00000000	0.07350000	0.71390003	24.48710060	0.11860000	0.06790000	12.69991684	8.72799969	4.00000000
6234456.00000000	150.16110229	2.24817491	23.20719910	0.03010000	22.98649979	0.02370000	22.96459961	0.02320000	22.44389915	1.00000000	0.02120000	0.06640000	22.69370079	0.02970000	0.06810000	10.45351410	8.04399967	4.00000000
6331114.00000000	150.13725281	2.56965399	23.83139992	0.04110000	23.56240082	0.03320000	23.14019966	0.02640000	21.96570015	1.00000000	0.02330000	0.12050000	22.52580070	0.02590000	0.06810000	4.66703606	9.13399982	4.00000000
6217545.00000000	150.67170715	2.28089094	24.67810059	0.06370000	24.47629929	0.05400000	24.42009926	0.04980000	23.86820030	1.00000000	0.04820000	0.42699999	24.10129929	0.08830000	0.06830000	8.29764938	6.88600016	4.00000000
6280805.00000000	150.11856079	2.42173409	24.63019943	0.06060000	24.49069977	0.05170000	24.54199982	0.05260000	24.21409988	1.00000000	0.05360000	0.42070001	24.41049957	0.10550000	0.06830000	3.98086095	-999.98999023	4.00000000
6284473.00000000	150.08720398	2.30514097	26.74419975	0.21250001	26.20680046	0.16290000	25.58510017	0.09970000	24.88829994	1.00000000	0.07530000	0.59310001	24.68820000	0.13290000	0.06830000	-999.99999999	9.00300026	4.00000000
6287536.00000000	150.04638672	2.37908196	25.90460014	0.11940000	25.33480072	0.08460000	25.30900002	0.07990000	24.74510002	1.00000000	0.06250000	0.52850002	24.45229912	0.10550000	0.06830000	10.04762173	7.75899982	4.00000000
6325556.00000000	150.31640625	2.56170201	25.24609947	0.09060000	24.72879982	0.06340000	24.72410011	0.06260000	24.06739998	1.00000000	0.05260000	0.68769997	24.26650047	0.11320000	0.06830000	5.45449686	7.71099997	4.00000000
6235031.00000000	150.22488403	2.22704005	25.16679955	0.08230000	24.89999962	0.07160000	24.75480080	0.06380000	24.13730049	1.00000000	0.05710000	0.39690000	24.45639992	0.11440000	0.06840000	7.33579016	8.44600010	4.00000000
6240218.00000000	150.05465698	2.22203398	25.46850014	0.11150000	24.28540039	0.04930000	23.99659920	0.04310000	23.41160011	1.00000000	0.03130000	0.12920000	23.14049911	0.04100000	0.06840000	5.06073809	8.68999958	4.00000000
6179731.00000000	150.46847534	2.05592895	26.23240089	0.15690000	25.84390068	0.12470000	25.24430084	0.08240000	24.93630028	1.00000000	0.08690000	0.78500003	24.74679947	0.15300000	0.06850000	7.70922899	8.60999966	4.00000000
6229861.00000000	150.27514648	2.25098491	25.07760048	0.07640000	24.46019936	0.05040000	24.22550011	0.04400000	23.49589920	1.00000000	0.03850000	0.25270000	23.61059952	0.05600000	0.06850000	10.55134583	8.48400021	4.00000000
6318541.00000000	150.55870056	2.59257293	24.82959938	0.06880000	24.67749977	0.06220000	24.66180038	0.06120000	23.68050003	1.00000000	0.06800000	0.46700001	23.99519920	0.07750000	0.06850000	-999.99999999	-999.98999023	4.00000000
6323694.00000000	150.38116455	2.62157702	23.97010040	0.04470000	23.50650024	0.03210000	23.28440094	0.02830000	22.67910004	1.00000000	0.02500000	0.15369999	22.84700012	0.03540000	0.06850000	5.87515116	8.09000015	4.00000000
6333146.00000000	150.18992615	2.50652599	26.46380043	0.19200000	26.41790009	0.20240000	25.30730057	0.08980000	24.66519928	1.00000000	0.06290000	0.46700001	24.09339905	0.09210000	0.06860000	-999.99999999	9.17099953	4.00000000
6375143.00000000	150.31434631	2.67523694	26.68239975	0.23130000	26.04710007	0.16650000	25.56299973	0.10730000	24.82410049	1.00000000	0.08920000	0.98199999	25.32769966	0.26750001	0.06860000	-999.99999999	8.73200035	4.00000000
6269779.00000000	150.41688538	2.40930390	25.40029907	0.09470000	24.60980034	0.05760000	24.48649979	0.05220000	23.70229912	1.00000000	0.04400000	0.40230000	23.95590019	0.07900000	0.06870000	5.46016121	8.20400047	4.00000000
6287301.00000000	150.02212524	2.38571310	25.66029930	0.10940000	25.08699989	0.07380000	24.41780090	0.05030000	23.81080055	1.00000000	0.04020000	0.29840001	23.74830055	0.06330000	0.06870000	2.48259497	8.88399982	4.00000000
6034000.00000000	150.53167725	2.49688292	24.64780045	0.06340000	23.95170021	0.03950000	23.61120033	0.03210000	22.87929916	1.00000000	0.02930000	0.21789999	23.03910065	0.03900000	0.06889304	10.58540821	8.89200020	3.00000000
6271634.00000000	150.55747986	2.36572099	25.24469948	0.08770000	24.71059990	0.06040000	24.61840057	0.06190000	23.95120049	1.00000000	0.04860000	0.42370000	23.99449921	0.07740000	0.06890000	8.62597275	7.61199999	4.00000000
6280097.00000000	150.22071838	2.44502592	24.10000038	0.04620000	23.79630089	0.03510000	23.38509941	0.03040000	22.62639999	1.00000000	0.02690000	0.17580000	22.73640060	0.02940000	0.06890000	6.22395706	-999.98999023	4.00000000
6284734.00000000	150.06640625	2.29945302	24.31800079	0.05210000	24.24819946	0.04690000	23.94639969	0.03910000	22.61240005	1.00000000	0.03930000	0.23590000	23.50209999	0.05250000	0.06890000	-999.99999999	8.68099976	4.00000000
6327325.00000000	150.37838745	2.51693201	23.43860054	0.03430000	23.37800026	0.02980000	23.50390053	0.03180000	22.96540070	1.00000000	0.02900000	0.22100000	23.16740036	0.04220000	0.06890000	24.12055588	7.15199995	4.00000000
6238642.00000000	150.04774475	2.27363491	23.46990013	0.03460000	23.41600037	0.03060000	23.09569931	0.02570000	21.77020073	1.00000000	0.02400000	0.09730000	22.57469940	0.02790000	0.06900000	8.29225254	-999.98999023	4.00000000
6268083.00000000	150.47799683	2.45487690	25.92300034	0.12800001	25.45339966	0.09870000	25.14780045	0.07580000	24.71310043	1.00000000	0.07550000	1.14800000	24.77079964	0.15600000	0.06900000	5.39016914	8.04399967	4.00000000
6268221.00000000	150.47570801	2.45361996	24.68289948	0.06280000	24.42340088	0.05080000	24.36000061	0.04770000	24.79310036	1.00000000	0.04930000	0.37940001	23.72080040	0.06440000	0.06900000	-999.99999999	11.08100033	4.00000000
6283138.00000000	150.13470459	2.34853101	23.65570068	0.03780000	23.33839989	0.02870000	23.02210045	0.02470000	21.43709946	1.00000000	0.02040000	0.07390000	22.16920090	0.02060000	0.06900000	11.32771206	-999.98999023	4.00000000
6227660.00000000	150.52772522	2.14951897	24.82489967	0.06990000	24.48900032	0.05340000	24.25189972	0.04630000	23.72529984	1.00000000	0.04200000	0.26960000	23.96559906	0.08300000	0.06910000	2.65956497	8.22700024	4.00000000
6282454.00000000	150.09820557	2.36919308	24.68639946	0.06190000	24.43269920	0.05050000	24.24729919	0.04450000	23.63369942	1.00000000	0.03970000	0.26179999	23.76939964	0.06140000	0.06910000	7.61197281	-999.98999023	4.00000000
6323905.00000000	150.28628540	2.61402297	25.59169960	0.11250000	25.00139999	0.07510000	24.66160011	0.06030000	24.05299950	1.00000000	0.05040000	0.60780001	24.01390076	0.08460000	0.06910000	5.26949215	8.45300007	4.00000000
6326724.00000000	150.23432922	2.52806711	25.28510094	0.09020000	24.89690018	0.06890000	24.78310013	0.06220000	24.60849953	1.00000000	0.05330000	0.47790000	24.06979942	0.08630000	0.06910000	5.71908283	10.97599983	4.00000000
6030926.00000000	150.14558411	2.15776491	24.11459923	0.04680000	23.86470032	0.03690000	23.87190056	0.03930000	23.42169952	1.00000000	0.03420000	0.15300000	23.27840042	0.04410000	0.06913143	8.43557358	11.04399967	3.00000000
6022776.00000000	150.17373657	2.53489304	21.74889946	0.01520000	21.31040001	0.01050000	21.14060020	0.00970000	20.07699966	1.00000000	0.00820000	0.01700000	20.61370087	0.00820000	0.06913824	43.99804688	8.97000027	2.00000000
6274543.00000000	150.35810852	2.45817709	25.00000000	0.07650000	25.12039948	0.07940000	24.51609993	0.05400000	22.75379944	1.00000000	0.04670000	0.35769999	23.76359940	0.07230000	0.06920000	4.93568277	9.49699974	4.00000000
6328051.00000000	150.37292480	2.49162698	26.16650009	0.14800000	25.37400055	0.09090000	25.40859985	0.08720000	24.89579964	1.00000000	0.07940000	1.19000006	24.73730087	0.13450000	0.06920000	5.94975615	10.97900009	4.00000000
6333520.00000000	150.16181946	2.49565101	25.18689919	0.08170000	24.72559929	0.06050000	24.67560005	0.05770000	23.89249992	1.00000000	0.04480000	0.33840001	24.00769997	0.08460000	0.06920000	4.47321606	8.96800041	4.00000000
6327693.00000000	150.23162842	2.50272393	24.82379913	0.07150000	25.20680046	0.08310000	24.94540024	0.07500000	24.05380058	1.00000000	0.05430000	0.42510000	24.13750076	0.09070000	0.06930000	4.33605099	9.24600029	4.00000000
6272437.00000000	150.49583435	2.33760905	26.26580048	0.17350000	25.66729927	0.11580000	25.44260025	0.09720000	24.89389992	1.00000000	0.09340000	0.86000001	24.84499931	0.17910001	0.06940000	6.85669518	7.81300020	4.00000000
6322117.00000000	150.42593384	2.49281192	26.07929993	0.14399999	25.34280014	0.09010000	25.54529953	0.09980000	24.74069977	1.00000000	0.08700000	1.07400000	24.94499969	0.18340001	0.06940000	6.43760920	7.61700010	4.00000000
6332104.00000000	150.20941162	2.53319502	24.24979973	0.05120000	24.27440071	0.04730000	23.67880058	0.03350000	22.53919983	1.00000000	0.03340000	0.17890000	23.46990013	0.05320000	0.06940000	5.63987780	8.75399971	4.00000000
6370769.00000000	150.41279602	2.63956904	24.53739929	0.05880000	24.14319992	0.04330000	24.04660034	0.04050000	23.62630081	1.00000000	0.03770000	0.30469999	23.50370026	0.05140000	0.06940000	3.21021199	11.35000038	4.00000000
